"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19120","CU_CXT-252_Landing Page Links 5.LinkKontrol","","Mon Aug 25 09:59:42 TRT 2025","passed","Mon Aug 25 10:00:01 TRT 2025","","CU_CXT-252_Landing Page Links <data>","",""
"","20168","PD-47/PD-48_CXT-177_CXT-178_Home Page Headers Stores City&District Control","","Mon Aug 25 09:30:32 TRT 2025","passed","Mon Aug 25 09:30:52 TRT 2025","","PD-47/PD-48_CXT-177_CXT-178_Home Page Headers Stores City&District Control","",""
"","46452","PD-44_CXT-2295_Product Search With Brand","","Mon Aug 25 09:56:34 TRT 2025","passed","Mon Aug 25 09:57:20 TRT 2025","","PD-44_CXT-2295_Product Search With Brand","",""
"","56749","CU_CXT-148_Account Update User Name Surname Control ""Ad Başında Boşluk""","","Mon Aug 25 09:40:18 TRT 2025","passed","Mon Aug 25 09:41:14 TRT 2025","","CU_CXT-148_Account Update User Name Surname Control <data>","",""
"","21948","CU_CXT-142_Register Fields Control ""Soyad Sonunda Boşluk""","","Mon Aug 25 09:22:05 TRT 2025","passed","Mon Aug 25 09:22:27 TRT 2025","","CU_CXT-142_Register Fields Control <data>","",""
"","43618","PD-5_CXT-173_Product Listing Page Compare Two Product","","Mon Aug 25 09:29:37 TRT 2025","passed","Mon Aug 25 09:30:21 TRT 2025","","PD-5_CXT-173_Product Listing Page Compare Two Product","",""
"","46289","CU_CXT-150_Account Update Password Control ""Yanlış Mevcut Şifre""","","Mon Aug 25 09:45:09 TRT 2025","passed","Mon Aug 25 09:45:56 TRT 2025","","CU_CXT-150_Account Update Password Control <data>","",""
"","22274","PD-44_CXT-2295_Search Box Brands ""iphone 13""","","Mon Aug 25 09:26:06 TRT 2025","passed","Mon Aug 25 09:26:28 TRT 2025","","PD-44_CXT-2295_Search Box Brands <data>","",""
"","43021","PD-44_CXT-2295_Search Box Brands ""tablet""","","Mon Aug 25 09:26:34 TRT 2025","passed","Mon Aug 25 09:27:17 TRT 2025","","PD-44_CXT-2295_Search Box Brands <data>","",""
"","21941","CU_CXT-142_Register Fields Control ""Soyad Eksik Karakter""","","Mon Aug 25 09:21:31 TRT 2025","passed","Mon Aug 25 09:21:53 TRT 2025","","CU_CXT-142_Register Fields Control <data>","",""
"","24502","CU_CXT-253_Landing Page Brands ""Vestel""","","Mon Aug 25 09:59:17 TRT 2025","passed","Mon Aug 25 09:59:41 TRT 2025","","CU_CXT-253_Landing Page Brands <data>","",""
"","66025","CU_CXT-156_Add Address Corporate Control ""Lütfen şirket adını giriniz""","","Mon Aug 25 09:53:27 TRT 2025","passed","Mon Aug 25 09:54:33 TRT 2025","","CU_CXT-156_Add Address Corporate Control <data>","",""
"","67398","PD-_Product Share Win","","Mon Aug 25 10:03:30 TRT 2025","passed","Mon Aug 25 10:04:37 TRT 2025","","PD-_Product Share Win","",""
"","19764","CU_CXT-253_Landing Page Brands ""LG""","","Mon Aug 25 09:58:15 TRT 2025","passed","Mon Aug 25 09:58:35 TRT 2025","","CU_CXT-253_Landing Page Brands <data>","",""
"","56323","CU_CXT-141_Mail Login Password Field Control ""Hatalı Şifre Giriş Kontrol""","","Mon Aug 25 09:35:51 TRT 2025","failed","Mon Aug 25 09:36:48 TRT 2025","","CU_CXT-141_Mail Login Password Field Control <data>","",""
"","47971","PD_Basket Add Beatiful Together Product","","Mon Aug 25 09:31:36 TRT 2025","passed","Mon Aug 25 09:32:24 TRT 2025","","PD_Basket Add Beatiful Together Product","",""
"","22842","PD-51_CXT-2594_Basket Campaigns Similar Offers Control","","Mon Aug 25 09:31:20 TRT 2025","passed","Mon Aug 25 09:31:42 TRT 2025","","PD-51_CXT-2594_Basket Campaigns Similar Offers Control","",""
"","15609","CU_CXT-252_Landing Page Links 13.LinkKontrol","","Mon Aug 25 10:00:57 TRT 2025","passed","Mon Aug 25 10:01:12 TRT 2025","","CU_CXT-252_Landing Page Links <data>","",""
"","28230","CU_CXT-135_Register Success Control ""İki İsimli Giriş""","","Mon Aug 25 09:23:40 TRT 2025","passed","Mon Aug 25 09:24:08 TRT 2025","","CU_CXT-135_Register Success Control <data>","",""
"","93586","PD-25_CXT-193_Product Detail Page Product Add From Other Vendor","","Mon Aug 25 09:33:57 TRT 2025","failed","Mon Aug 25 09:35:31 TRT 2025","","PD-25_CXT-193_Product Detail Page Product Add From Other Vendor","",""
"","47734","CU_CXT-150_Account Update Password Control ""Minimum 8 Karakter""","","Mon Aug 25 09:45:26 TRT 2025","passed","Mon Aug 25 09:46:14 TRT 2025","","CU_CXT-150_Account Update Password Control <data>","",""
"","28202","CH-18 Basket Warranty Operations Guest","","Mon Aug 25 10:01:33 TRT 2025","passed","Mon Aug 25 10:02:01 TRT 2025","","CH-18 Basket Warranty Operations Guest","",""
"","23896","PD-60_CXT-198_Search Best Matches PDP ""tabblet""","","Mon Aug 25 09:25:17 TRT 2025","passed","Mon Aug 25 09:25:41 TRT 2025","","PD-60_CXT-198_Search Best Matches PDP <data>","",""
"","65421","CU_CXT-156_Add Address Individual Control ""Mahalle seçiniz""","","Mon Aug 25 09:51:31 TRT 2025","passed","Mon Aug 25 09:52:36 TRT 2025","","CU_CXT-156_Add Address Individual Control <data>","",""
"","57843","PD-16_CXT-2288_Product Detail Page Buyback","","Mon Aug 25 09:34:15 TRT 2025","passed","Mon Aug 25 09:35:12 TRT 2025","","PD-16_CXT-2288_Product Detail Page Buyback","",""
"","33882","PD-7_CXT-2279_Product Technical Specifications Teknik Özellikler","","Mon Aug 25 10:02:39 TRT 2025","passed","Mon Aug 25 10:03:12 TRT 2025","","PD-7_CXT-2279_Product Technical Specifications <data>","",""
"","64841","CU_CXT-153_Update Address","","Mon Aug 25 09:47:02 TRT 2025","passed","Mon Aug 25 09:48:07 TRT 2025","","CU_CXT-153_Update Address","",""
"","85596","CU_CXT-135_Register Success Control ""Özel Harf Kontrol""","","Mon Aug 25 09:23:52 TRT 2025","failed","Mon Aug 25 09:25:17 TRT 2025","","CU_CXT-135_Register Success Control <data>","",""
"","55225","CU_CXT-252_Landing Page Links 8.LinkKontrol","","Mon Aug 25 10:00:01 TRT 2025","failed","Mon Aug 25 10:00:57 TRT 2025","","CU_CXT-252_Landing Page Links <data>","",""
"","60701","CU_CXT-148_Account Update User Name Surname","","Mon Aug 25 09:37:29 TRT 2025","passed","Mon Aug 25 09:38:29 TRT 2025","","CU_CXT-148_Account Update User Name Surname","",""
"","28188","PD-52_CXT-2656_Product Search And Triple Listing ""Ürün Kodu""","","Mon Aug 25 09:57:26 TRT 2025","passed","Mon Aug 25 09:57:54 TRT 2025","","PD-52_CXT-2656_Product Search And Triple Listing <data>","",""
"","60989","CU_CXT-156_Add Address Individual Control ""Adresinizi giriniz""","","Mon Aug 25 09:51:38 TRT 2025","passed","Mon Aug 25 09:52:39 TRT 2025","","CU_CXT-156_Add Address Individual Control <data>","",""
"","18672","PD-24/PD-26/PD-27/PD-28/PD-31_CXT-182/CXT-183/CXT-187/CXT-188_CXT-192_Product Detail Page Cart Control","","Mon Aug 25 09:33:39 TRT 2025","passed","Mon Aug 25 09:33:57 TRT 2025","","PD-24/PD-26/PD-27/PD-28/PD-31_CXT-182/CXT-183/CXT-187/CXT-188_CXT-192_Product Detail Page Cart Control","",""
"","56521","CU_CXT-166_Order Tracking Login Mail","","Mon Aug 25 09:55:38 TRT 2025","passed","Mon Aug 25 09:56:34 TRT 2025","","CU_CXT-166_Order Tracking Login Mail","",""
"","1264","CH-27 Edit Address Individual on Basket","","Mon Aug 25 09:31:28 TRT 2025","failed","Mon Aug 25 09:31:29 TRT 2025","","CH-27 Edit Address Individual on Basket","",""
"","57887","CH-20 Basket Delete Product","","Mon Aug 25 09:32:24 TRT 2025","passed","Mon Aug 25 09:33:22 TRT 2025","","CH-20 Basket Delete Product","",""
"","21436","PD-60_CXT-198_Search Best Matches PDP ""şarj""","","Mon Aug 25 09:25:18 TRT 2025","passed","Mon Aug 25 09:25:40 TRT 2025","","PD-60_CXT-198_Search Best Matches PDP <data>","",""
"","53615","CU_CXT-148_Account Update User Name Surname Control ""Ad Boş Kontrol""","","Mon Aug 25 09:38:22 TRT 2025","passed","Mon Aug 25 09:39:15 TRT 2025","","CU_CXT-148_Account Update User Name Surname Control <data>","",""
"","94857","CH-28 Adding Address Individual on Basket Login","","Mon Aug 25 09:31:29 TRT 2025","passed","Mon Aug 25 09:33:04 TRT 2025","","CH-28 Adding Address Individual on Basket Login","",""
"","23172","CU_CXT-252_Landing Page Links 7.LinkKontrol","","Mon Aug 25 10:00:00 TRT 2025","passed","Mon Aug 25 10:00:23 TRT 2025","","CU_CXT-252_Landing Page Links <data>","",""
"","75474","PD-32/PD-33_CXT-194_CXT-2278_Product Ask Vendor","","Mon Aug 25 10:04:31 TRT 2025","failed","Mon Aug 25 10:05:47 TRT 2025","","PD-32/PD-33_CXT-194_CXT-2278_Product Ask Vendor","",""
"","24413","PD-44_CXT-2295_Search Box Brands ""ayfon""","","Mon Aug 25 09:26:28 TRT 2025","passed","Mon Aug 25 09:26:52 TRT 2025","","PD-44_CXT-2295_Search Box Brands <data>","",""
"","33446","PD-12_CXT-2284_Product Detail Page Product Reviews Control ""Değerlendirmeler Boş""","","Mon Aug 25 09:35:12 TRT 2025","passed","Mon Aug 25 09:35:46 TRT 2025","","PD-12_CXT-2284_Product Detail Page Product Reviews Control <data>","",""
"","22346","CU_CXT-142_Register Fields Control ""Telefon Eksik Karakter""","","Mon Aug 25 09:22:38 TRT 2025","passed","Mon Aug 25 09:23:00 TRT 2025","","CU_CXT-142_Register Fields Control <data>","",""
"","31403","PD-44_CXT-2295_Search Box Brands ""UTU""","","Mon Aug 25 09:27:28 TRT 2025","passed","Mon Aug 25 09:27:59 TRT 2025","","PD-44_CXT-2295_Search Box Brands <data>","",""
"","21314","CU_CXT-253_Landing Page Brands ""Lenovo""","","Mon Aug 25 09:58:55 TRT 2025","passed","Mon Aug 25 09:59:17 TRT 2025","","CU_CXT-253_Landing Page Brands <data>","",""
"","20628","CU_CXT-252_Landing Page Links 10.LinkKontrol","","Mon Aug 25 10:00:23 TRT 2025","passed","Mon Aug 25 10:00:44 TRT 2025","","CU_CXT-252_Landing Page Links <data>","",""
"","50024","CU_CXT-150_Account Update Password Control ""Küçük Karakter""","","Mon Aug 25 09:45:16 TRT 2025","passed","Mon Aug 25 09:46:06 TRT 2025","","CU_CXT-150_Account Update Password Control <data>","",""
"","65792","CU_CXT-156_Add Address Corporate Control ""Vergi dairesi bilgisini boş""","","Mon Aug 25 09:53:42 TRT 2025","passed","Mon Aug 25 09:54:48 TRT 2025","","CU_CXT-156_Add Address Corporate Control <data>","",""
"","58615","CU_CXT-156_Add Address Individual Control ""Soyadınızı giriniz""","","Mon Aug 25 09:48:32 TRT 2025","passed","Mon Aug 25 09:49:31 TRT 2025","","CU_CXT-156_Add Address Individual Control <data>","",""
"","54875","CU_CXT-142_Register Fields Control ""Telefon 5 ile Başlama""","","Mon Aug 25 09:22:38 TRT 2025","failed","Mon Aug 25 09:23:33 TRT 2025","","CU_CXT-142_Register Fields Control <data>","",""
"","85918","CU_CXT-135_Register Success Control ""İki Karakterli Ad""","","Mon Aug 25 09:23:33 TRT 2025","failed","Mon Aug 25 09:24:59 TRT 2025","","CU_CXT-135_Register Success Control <data>","",""
"","21951","CU_CXT-252_Landing Page Links 2.LinkKontrol","","Mon Aug 25 09:59:20 TRT 2025","passed","Mon Aug 25 09:59:42 TRT 2025","","CU_CXT-252_Landing Page Links <data>","",""
"","31653","PD-13_CXT-2285_Add Product Price Tracking","","Mon Aug 25 10:04:00 TRT 2025","passed","Mon Aug 25 10:04:31 TRT 2025","","PD-13_CXT-2285_Add Product Price Tracking","",""
"","16325","PD-9_CXT-2281_Product Payment Options ""Havale / EFT""","","Mon Aug 25 10:03:28 TRT 2025","passed","Mon Aug 25 10:03:44 TRT 2025","","PD-9_CXT-2281_Product Payment Options <data>","",""
"","46533","PD-44_CXT-2295_Search Box Brands ""tabblet""","","Mon Aug 25 09:26:52 TRT 2025","passed","Mon Aug 25 09:27:39 TRT 2025","","PD-44_CXT-2295_Search Box Brands <data>","",""
"","52903","CH-20 Basket Update Product Count","","Mon Aug 25 09:33:22 TRT 2025","passed","Mon Aug 25 09:34:15 TRT 2025","","CH-20 Basket Update Product Count","",""
"","65789","PD-36_CXT_2301_Alarm List Control","","Mon Aug 25 10:04:28 TRT 2025","passed","Mon Aug 25 10:05:34 TRT 2025","","PD-36_CXT_2301_Alarm List Control","",""
"","10331","PD-19_CXT-2016_Product Detail Page Benefit Badge Control","","Mon Aug 25 09:34:22 TRT 2025","failed","Mon Aug 25 09:34:32 TRT 2025","","PD-19_CXT-2016_Product Detail Page Benefit Badge Control","",""
"","65522","PD-59_CXT-90_All Products Control","","Mon Aug 25 10:01:32 TRT 2025","failed","Mon Aug 25 10:02:38 TRT 2025","","PD-59_CXT-90_All Products Control","",""
"","20110","CU_CXT-252_Landing Page Links 3.LinkKontrol","","Mon Aug 25 09:59:38 TRT 2025","passed","Mon Aug 25 09:59:58 TRT 2025","","CU_CXT-252_Landing Page Links <data>","",""
"","64167","CU_CXT-156_Add Address Corporate Control ""Hatalı VKN bilgisi""","","Mon Aug 25 09:54:33 TRT 2025","passed","Mon Aug 25 09:55:38 TRT 2025","","CU_CXT-156_Add Address Corporate Control <data>","",""
"","6477","PD-49_CXT-1296_Home Page Site Map Control","","Mon Aug 25 09:30:42 TRT 2025","passed","Mon Aug 25 09:30:48 TRT 2025","","PD-49_CXT-1296_Home Page Site Map Control","",""
"","64912","CU_CXT-156_Add Address Individual Control ""Adınızı Eksik Harf""","","Mon Aug 25 09:49:12 TRT 2025","passed","Mon Aug 25 09:50:17 TRT 2025","","CU_CXT-156_Add Address Individual Control <data>","",""
"","25894","PD-55_CXT-104_Product Listing Page Filters Range Price Control","","Mon Aug 25 09:28:35 TRT 2025","passed","Mon Aug 25 09:29:01 TRT 2025","","PD-55_CXT-104_Product Listing Page Filters Range Price Control","",""
"","22334","CU_CXT-142_Register Fields Control ""Soyad Başında Boşluk""","","Mon Aug 25 09:22:15 TRT 2025","passed","Mon Aug 25 09:22:38 TRT 2025","","CU_CXT-142_Register Fields Control <data>","",""
"","31081","CU_CXT-144-146_Forgotten Password OTP Control ""Kod Boş Kontrol""","","Mon Aug 25 09:36:48 TRT 2025","passed","Mon Aug 25 09:37:19 TRT 2025","","CU_CXT-144-146_Forgotten Password OTP Control <data>","",""
"","52741","CU_CXT-148_Account Update User Name Surname Control ""Ad Max Karakter Kontrol""","","Mon Aug 25 09:40:10 TRT 2025","passed","Mon Aug 25 09:41:02 TRT 2025","","CU_CXT-148_Account Update User Name Surname Control <data>","",""
"","22855","CU_CXT-129_Register Field Control Mail Registered Mail","","Mon Aug 25 09:22:50 TRT 2025","passed","Mon Aug 25 09:23:12 TRT 2025","","CU_CXT-129_Register Field Control Mail Registered Mail","",""
"","58579","CH-21 Basket Mini Cart Operation Basket Delete","","Mon Aug 25 10:01:58 TRT 2025","passed","Mon Aug 25 10:02:57 TRT 2025","","CH-21 Basket Mini Cart Operation Basket Delete","",""
"","61999","CU_CXT-149-151_Account Update Phone Number Control ""Hatalı Telefon No Kontrol""","","Mon Aug 25 09:41:53 TRT 2025","failed","Mon Aug 25 09:42:55 TRT 2025","","CU_CXT-149-151_Account Update Phone Number Control <data>","",""
"","61948","CU_CXT-156_Add Address Individual Control ""Adres Uzunluk Kontrol""","","Mon Aug 25 09:52:25 TRT 2025","passed","Mon Aug 25 09:53:27 TRT 2025","","CU_CXT-156_Add Address Individual Control <data>","",""
"","22373","CU_CXT-142_Register Fields Control ""Ad Sonunda Boşluk""","","Mon Aug 25 09:21:08 TRT 2025","passed","Mon Aug 25 09:21:30 TRT 2025","","CU_CXT-142_Register Fields Control <data>","",""
"","57646","CH-21 Basket Remove Product From Icon","","Mon Aug 25 09:33:24 TRT 2025","passed","Mon Aug 25 09:34:22 TRT 2025","","CH-21 Basket Remove Product From Icon","",""
"","50366","CU_CXT-148_Account Update User Name Surname Control ""Ad Min Karakter Kontrol""","","Mon Aug 25 09:39:19 TRT 2025","passed","Mon Aug 25 09:40:10 TRT 2025","","CU_CXT-148_Account Update User Name Surname Control <data>","",""
"","25414","PD-_CXT-Product Listing Page General Feature Control","","Mon Aug 25 09:28:22 TRT 2025","passed","Mon Aug 25 09:28:48 TRT 2025","","PD-_CXT-Product Listing Page General Feature Control","",""
"","15648","CU_CXT-252_Landing Page Links 14.LinkKontrol","","Mon Aug 25 10:00:59 TRT 2025","passed","Mon Aug 25 10:01:15 TRT 2025","","CU_CXT-252_Landing Page Links <data>","",""
"","28341","PD-52_CXT-2656_Product Search And Triple Listing ""Kategori""","","Mon Aug 25 09:57:20 TRT 2025","passed","Mon Aug 25 09:57:49 TRT 2025","","PD-52_CXT-2656_Product Search And Triple Listing <data>","",""
"","25387","PD-60_CXT-198_Search Best Matches PDP ""tostmakinesi""","","Mon Aug 25 09:25:22 TRT 2025","passed","Mon Aug 25 09:25:48 TRT 2025","","PD-60_CXT-198_Search Best Matches PDP <data>","",""
"","23898","CU_CXT-253_Landing Page Brands ""Dyson""","","Mon Aug 25 09:58:56 TRT 2025","passed","Mon Aug 25 09:59:20 TRT 2025","","CU_CXT-253_Landing Page Brands <data>","",""
"","61809","CU_CXT-166_Order Tracking Order Number PROD","","Mon Aug 25 09:54:50 TRT 2025","passed","Mon Aug 25 09:55:52 TRT 2025","","CU_CXT-166_Order Tracking Order Number PROD","",""
"","49157","CU_CXT-148_Account Update User Name Surname Control ""Ad Özel Karakter Kontrol""","","Mon Aug 25 09:38:36 TRT 2025","passed","Mon Aug 25 09:39:25 TRT 2025","","CU_CXT-148_Account Update User Name Surname Control <data>","",""
"","25107","PD-60_CXT-198_Search Best Matches PDP ""120070255""","","Mon Aug 25 09:25:48 TRT 2025","passed","Mon Aug 25 09:26:13 TRT 2025","","PD-60_CXT-198_Search Best Matches PDP <data>","",""
"","46211","CU_CXT-154_Remove Address Cancel","","Mon Aug 25 09:46:41 TRT 2025","passed","Mon Aug 25 09:47:28 TRT 2025","","CU_CXT-154_Remove Address Cancel","",""
"","55692","PD-41_CXT-2292_Product Search With Category","","Mon Aug 25 09:56:53 TRT 2025","passed","Mon Aug 25 09:57:48 TRT 2025","","PD-41_CXT-2292_Product Search With Category","",""
"","66708","CU_CXT-156_Add Address Individual Control ""İlçe seçiniz""","","Mon Aug 25 09:51:19 TRT 2025","passed","Mon Aug 25 09:52:25 TRT 2025","","CU_CXT-156_Add Address Individual Control <data>","",""
"","24052","PD-1/PD-2/PD-3_CXT-167-168-169_Product Listing Page Product Cart Feature Control","","Mon Aug 25 09:28:11 TRT 2025","passed","Mon Aug 25 09:28:35 TRT 2025","","PD-1/PD-2/PD-3_CXT-167-168-169_Product Listing Page Product Cart Feature Control","",""
"","22117","CU_CXT-142_Register Fields Control ""Ad Sesli Harf Kontrol""","","Mon Aug 25 09:20:46 TRT 2025","passed","Mon Aug 25 09:21:09 TRT 2025","","CU_CXT-142_Register Fields Control <data>","",""
"","91223","CU_CXT-148-150-151_Account Update Communication Permissions","","Mon Aug 25 09:42:55 TRT 2025","failed","Mon Aug 25 09:44:26 TRT 2025","","CU_CXT-148-150-151_Account Update Communication Permissions","",""
